"Date","Open","High","Low","Close"
"08 Oct 2018","10310.15","10398.35","10198.40","10348.05"
"05 Oct 2018","10514.10","10540.65","10261.90","10316.45"
"04 Oct 2018","10754.70","10754.70","10547.25","10599.25"
"03 Oct 2018","10982.70","10989.05","10843.75","10858.25"
"01 Oct 2018","10930.90","11035.65","10821.55","11008.30"
"28 Sep 2018","11008.10","11034.10","10850.30","10930.45"
"27 Sep 2018","11079.80","11089.45","10953.35","10977.55"
"26 Sep 2018","11145.55","11145.55","10993.05","11053.80"
"25 Sep 2018","10969.95","11080.60","10882.85","11067.45"
"24 Sep 2018","11164.40","11170.15","10943.60","10967.40"
"21 Sep 2018","11271.30","11346.80","10866.45","11143.10"
"19 Sep 2018","11326.65","11332.05","11210.90","11234.35"
"18 Sep 2018","11381.55","11411.45","11268.95","11278.90"
"17 Sep 2018","11464.95","11464.95","11366.90","11377.75"
"14 Sep 2018","11443.50","11523.25","11430.55","11515.20"
"12 Sep 2018","11340.10","11380.75","11250.20","11369.90"
"11 Sep 2018","11476.85","11479.40","11274.00","11287.50"
"10 Sep 2018","11570.25","11573.00","11427.30","11438.10"
"07 Sep 2018","11558.25","11603.00","11484.40","11589.10"
"06 Sep 2018","11514.15","11562.25","11436.05","11536.90"
"05 Sep 2018","11514.85","11542.65","11393.85","11476.95"
"04 Sep 2018","11598.75","11602.55","11496.85","11520.30"
"03 Sep 2018","11751.80","11751.80","11567.40","11582.35"
"31 Aug 2018","11675.85","11727.65","11640.10","11680.50"
"30 Aug 2018","11694.75","11698.80","11639.70","11676.80"
"29 Aug 2018","11744.95","11753.20","11678.85","11691.90"
"28 Aug 2018","11731.95","11760.20","11710.50","11738.50"
"27 Aug 2018","11605.85","11700.95","11595.60","11691.95"
"24 Aug 2018","11566.60","11604.60","11532.00","11557.10"
"23 Aug 2018","11620.70","11620.70","11546.70","11582.75"
"21 Aug 2018","11576.20","11581.75","11539.60","11570.90"
"20 Aug 2018","11502.10","11565.30","11499.65","11551.75"
"17 Aug 2018","11437.15","11486.45","11431.80","11470.75"
"16 Aug 2018","11397.15","11449.85","11366.25","11385.05"
"14 Aug 2018","11381.70","11452.45","11370.80","11435.10"
"13 Aug 2018","11369.60","11406.30","11340.30","11355.75"
"10 Aug 2018","11474.95","11478.75","11419.65","11429.50"
"09 Aug 2018","11493.25","11495.20","11454.10","11470.70"
"08 Aug 2018","11412.50","11459.95","11379.30","11450.00"
"07 Aug 2018","11423.15","11428.95","11359.70","11389.45"
"06 Aug 2018","11401.50","11427.65","11370.60","11387.10"
"03 Aug 2018","11297.80","11368.00","11294.55","11360.80"
"02 Aug 2018","11328.90","11328.90","11234.95","11244.70"
"01 Aug 2018","11359.80","11390.55","11313.55","11346.20"
"31 Jul 2018","11311.05","11366.00","11267.75","11356.50"
"30 Jul 2018","11296.65","11328.10","11261.45","11319.55"
"27 Jul 2018","11232.75","11283.40","11210.25","11278.35"
"26 Jul 2018","11132.95","11185.85","11125.70","11167.30"
"25 Jul 2018","11148.40","11157.15","11113.25","11132.00"
"24 Jul 2018","11109.00","11143.40","11092.50","11134.30"
"23 Jul 2018","11019.85","11093.40","11010.95","11084.75"
"20 Jul 2018","10963.50","11030.25","10946.20","11010.20"
"19 Jul 2018","10999.50","11006.50","10935.45","10957.10"
"18 Jul 2018","11060.20","11076.20","10956.30","10980.45"
"17 Jul 2018","10939.65","11018.50","10925.60","11008.05"
"16 Jul 2018","11018.95","11019.50","10926.25","10936.85"
"13 Jul 2018","11056.90","11071.35","10999.75","11018.90"
"12 Jul 2018","11006.95","11078.30","10999.65","11023.20"
"11 Jul 2018","10956.40","10976.65","10923.00","10948.30"
"10 Jul 2018","10902.75","10956.90","10876.65","10947.25"
"09 Jul 2018","10838.30","10860.35","10807.15","10852.90"
"06 Jul 2018","10744.15","10816.35","10735.05","10772.65"
"05 Jul 2018","10786.05","10786.05","10726.25","10749.75"
"04 Jul 2018","10715.00","10777.15","10677.75","10769.90"
"03 Jul 2018","10668.60","10713.30","10630.25","10699.90"
"02 Jul 2018","10732.35","10736.15","10604.65","10657.30"
"29 Jun 2018","10612.85","10723.05","10612.35","10714.30"
"28 Jun 2018","10660.80","10674.20","10557.70","10589.10"
"27 Jun 2018","10785.50","10785.50","10652.40","10671.40"
"26 Jun 2018","10742.70","10805.25","10732.55","10769.15"
"25 Jun 2018","10822.90","10831.05","10753.05","10762.45"
"22 Jun 2018","10742.70","10837.00","10710.45","10821.85"
"21 Jun 2018","10808.45","10809.60","10725.90","10741.10"
"20 Jun 2018","10734.65","10781.80","10724.05","10772.05"
"19 Jun 2018","10789.45","10789.45","10701.20","10710.45"
"18 Jun 2018","10830.20","10830.20","10787.35","10799.85"
"15 Jun 2018","10808.65","10834.00","10755.40","10817.70"
"14 Jun 2018","10832.90","10833.70","10773.55","10808.05"
"13 Jun 2018","10887.50","10893.25","10842.65","10856.70"
"12 Jun 2018","10816.15","10856.55","10789.40","10842.85"
"11 Jun 2018","10781.85","10850.55","10777.05","10786.95"
"08 Jun 2018","10736.40","10779.45","10709.05","10767.65"
"07 Jun 2018","10722.60","10818.00","10722.60","10768.35"
"06 Jun 2018","10603.45","10698.35","10587.50","10684.65"
"05 Jun 2018","10630.70","10633.15","10550.90","10593.15"
"04 Jun 2018","10765.95","10770.3","10618.35","10628.5"
"01 Jun 2018","10738.45","10764.75","10681.5","10696.2"
"31 May 2018","10670.1","10763.8","10620.4","10736.15"
"30 May 2018","10579","10648.7","10558.45","10614.35"
"29 May 2018","10689.4","10717.25","10616.1","10633.3"
"28 May 2018","10648.35","10709.8","10640.55","10688.65"
"25 May 2018","10533.05","10628.05","10524","10605.15"
"24 May 2018","10464.85","10535.15","10419.8","10513.85"
"23 May 2018","10521.1","10533.55","10417.8","10430.35"
"22 May 2018","10518.45","10558.6","10490.55","10536.7"
"21 May 2018","10616.7","10621.7","10505.8","10516.7"
"18 May 2018","10671.85","10674.95","10589.1","10596.4"
"17 May 2018","10775.6","10777.25","10664.5","10682.7"
"16 May 2018","10751.95","10790.45","10699.7","10741.1"
"15 May 2018","10812.6","10929.2","10781.4","10801.85"
"14 May 2018","10815.15","10834.85","10774.75","10806.6"
"11 May 2018","10741.95","10812.05","10724.45","10806.5"
"10 May 2018","10779.65","10785.55","10705","10716.55"
"09 May 2018","10693.35","10766.25","10689.85","10741.7"
"08 May 2018","10757.9","10758.55","10689.4","10717.8"
"07 May 2018","10653.15","10725.65","10635.65","10715.5"
"04 May 2018","10700.45","10700.45","10601.6","10618.25"
"03 May 2018","10720.15","10720.6","10647.45","10679.65"
"02 May 2018","10783.85","10784.65","10689.8","10718.05"
"30 Apr 2018","10705.75","10759","10704.6","10739.35"
"27 Apr 2018","10651.65","10719.8","10647.55","10692.3"
"26 Apr 2018","10586.5","10628.4","10559.65","10617.8"
"25 Apr 2018","10612.4","10612.6","10536.45","10570.55"
"24 Apr 2018","10578.1","10636.8","10569","10614.35"
"23 Apr 2018","10592.8","10638.35","10514.95","10584.7"
"20 Apr 2018","10560.35","10582.35","10527.45","10564.05"
"19 Apr 2018","10563.65","10572.2","10546.2","10565.3"
"18 Apr 2018","10578.9","10594.2","10509.7","10526.2"
"17 Apr 2018","10557.3","10560.45","10495.65","10548.7"
"16 Apr 2018","10398.3","10540.15","10396.35","10528.35"
"13 Apr 2018","10495.3","10519.9","10451.45","10480.6"
"12 Apr 2018","10410.65","10469.9","10395.25","10458.65"
"11 Apr 2018","10428.15","10428.15","10355.6","10417.15"
"10 Apr 2018","10412.9","10424.85","10381.5","10402.25"
"09 Apr 2018","10333.7","10397.7","10328.5","10379.35"
"06 Apr 2018","10322.75","10350.45","10290.85","10331.6"
"05 Apr 2018","10228.45","10331.8","10227.45","10325.15"
"04 Apr 2018","10274.6","10279.85","10111.3","10128.4"
"03 Apr 2018","10186.85","10255.35","10171.05","10245"
"02 Apr 2018","10151.65","10220.1","10127.75","10211.8"
"28 Mar 2018","10143.6","10158.35","10096.9","10113.7"
"27 Mar 2018","10188","10207.9","10139.65","10184.15"
"26 Mar 2018","9989.15","10143.5","9958.55","10130.65"
"23 Mar 2018","9968.8","10027.7","9951.9","9998.05"
"22 Mar 2018","10167.5","10207.85","10105.4","10114.75"
"21 Mar 2018","10181.95","10227.3","10132.95","10155.25"
"20 Mar 2018","10051.55","10155.65","10049.1","10124.35"
"19 Mar 2018","10215.35","10224.55","10075.3","10094.25"
"16 Mar 2018","10345.15","10346.3","10180.25","10195.15"
"15 Mar 2018","10405.45","10420","10346.2","10360.15"
"14 Mar 2018","10393.05","10420.35","10336.3","10410.9"
"13 Mar 2018","10389.5","10478.6","10377.85","10426.85"
"12 Mar 2018","10301.6","10433.65","10295.45","10421.4"
"09 Mar 2018","10271.3","10296.7","10211.9","10226.85"
"08 Mar 2018","10216.25","10270.35","10146.4","10242.65"
"07 Mar 2018","10232.95","10243.35","10141.55","10154.2"
"06 Mar 2018","10420.5","10441.35","10215.9","10249.25"
"05 Mar 2018","10428.3","10428.7","10323.9","10358.85"
"01 Mar 2018","10479.95","10525.5","10447.15","10458.35"
"28 Feb 2018","10488.95","10535.5","10461.55","10492.85"
"27 Feb 2018","10615.2","10631.65","10537.25","10554.3"
"26 Feb 2018","10526.55","10592.95","10520.2","10582.6"
"23 Feb 2018","10408.1","10499.1","10396.65","10491.05"
"22 Feb 2018","10354.35","10397.55","10340.65","10382.7"
"21 Feb 2018","10426","10426.1","10349.6","10397.45"
"20 Feb 2018","10391","10429.35","10347.65","10360.4"
"19 Feb 2018","10488.9","10489.35","10302.75","10378.4"
"16 Feb 2018","10596.2","10612.9","10434.05","10452.3"
"15 Feb 2018","10537.9","10618.1","10511.05","10545.5"
"14 Feb 2018","10585.75","10590.55","10456.65","10500.9"
"12 Feb 2018","10518.2","10555.5","10485.4","10539.75"
"09 Feb 2018","10416.5","10480.2","10398.2","10454.95"
"08 Feb 2018","10518.5","10637.8","10479.55","10576.85"
"07 Feb 2018","10607.2","10614","10446.4","10476.7"
"06 Feb 2018","10295.15","10594.15","10276.3","10498.25"
"05 Feb 2018","10604.3","10702.75","10586.8","10666.55"
"02 Feb 2018","10938.2","10954.95","10736.1","10760.6"
"01 Feb 2018","11044.55","11117.35","10878.8","11016.9"
"31 Jan 2018","11018.8","11058.5","10979.3","11027.7"
"30 Jan 2018","11120.85","11121.1","11033.9","11049.65"
"29 Jan 2018","11079.35","11171.55","11075.95","11130.4"
"25 Jan 2018","11095.6","11095.6","11009.2","11069.65"
"24 Jan 2018","11069.35","11110.1","11046.15","11086"
"23 Jan 2018","10997.4","11092.9","10994.55","11083.7"
"22 Jan 2018","10883.2","10975.1","10881.4","10966.2"
"19 Jan 2018","10829.2","10906.85","10793.9","10894.7"
"18 Jan 2018","10873.4","10887.5","10782.4","10817"
"17 Jan 2018","10702.45","10803","10666.75","10788.55"
"16 Jan 2018","10761.5","10762.35","10687.85","10700.45"
"15 Jan 2018","10718.5","10782.65","10713.8","10741.55"
"12 Jan 2018","10682.55","10690.4","10597.1","10681.25"
"11 Jan 2018","10637.05","10664.6","10612.35","10651.2"
"10 Jan 2018","10652.05","10655.5","10592.7","10632.2"
"09 Jan 2018","10645.1","10659.15","10603.6","10637"
"08 Jan 2018","10591.7","10631.2","10588.55","10623.6"
"05 Jan 2018","10534.25","10566.1","10520.1","10558.85"
"04 Jan 2018","10469.4","10513","10441.45","10504.8"
"03 Jan 2018","10482.65","10503.6","10429.55","10443.2"
"02 Jan 2018","10477.55","10495.2","10404.65","10442.2"
"01 Jan 2018","10531.7","10537.85","10423.1","10435.55"
